# data
100 97.611803 42.556115
500 19.397075 41.789181
1000 16.030280 41.830435
2000 14.373452 42.535877
3000 14.298135 42.896850
4000 13.820271 43.416509
5000 13.646522 42.615833
6000 13.642281 43.092770
7000 13.603953 42.864421
8000 13.542138 43.043536
9000 13.855376 43.143036
10000 13.858375 43.080186
11000 14.135099 43.180665
12000 13.965435 43.499324
13000 13.467902 42.709805
14000 13.523023 43.093612
15000 13.577739 42.837276
